R3BW6Q9LAW1DXB,"







  
  
    ","Reviewed in the United Kingdom on February 23, 2020",1.0 out of 5 stars,"
  The camera itself is easy to use but the work flow is horrendous , time consuming and you will need a really good computer to do this too, my experience was terrible the desktop software crash every time when u try to render vdo and now the company that developed the software (Kolor) already closed down so not really much of any support available so i returned the camera snd bought gopro hero 8 instead
"
R1U00MN8JOUFXD,"







  
  
    ","Reviewed in the United Kingdom on July 9, 2019",1.0 out of 5 stars,"
  Keeps locking up ,"
R2P17AKGKEMVN2,"







  
  
    ","Reviewed in the United Kingdom on November 1, 2018",5.0 out of 5 stars,"
  This GoPro is incredible, the footage you can shoot and it’s 360 camera is amazing. I have taken some brilliant photos and videos from my recent holiday and it’s nice to be able to move your phone or iPad or even laptop to show family and friends all angles. Definitely worth investing
"
R3S69GEL70A8X8,"







  
    ","Reviewed in Germany on August 12, 2018",5.0 out of 5 stars,"
  Die Fusion ist der Beginn der Zukunft. Insbesondere bei Action-Aufnahmen muss man sich nicht mehr darum kümmern den gewünschten Bildausschnitt auch wirklich ins Bild zu bekommen. Man positioniert die Kamera einmal und nimmt nur noch auf. Danach bearbeitet man alles am PC und sucht sich die gewünschten Perspektiven aus. Overcapture bietet unglaubliche Effekte und ist einfach genial. Die Bildqualität erstklassig, zumal man zB für YouTube Videos in der Regel auf 1080 Auflösung herunter geht. Also Bilder mega. Kamera selbst, gut, aber mit Verbesserungspotential. Die hervorstehenden fischaugenartigen 2 Linsen sind extrem exponiert und ohne jegliche Schutzoption. Die Möglichkeiten des Linsenschutzes wie bei Gopro Hero gibt es bisher nicht. Hier muss noch etwas nachgeholt werden. Ausserdem fehlt eine Öse an der Kamera um eine Sicherungsleine zu befestigen. Da man die Fusion ohne Case verwendet, und es auch keines dafür gibt, kann man an der Kamera selbst keine Safetyline anbringen, nur an der Schraube."
R2BZ2CJQGQJ02E,"







  
  
    ","Reviewed in Canada on November 18, 2018",3.0 out of 5 stars,"
  Cons:"
RJ2ONPJ15TDSH,"







  
    ","Reviewed in Mexico on August 31, 2019",5.0 out of 5 stars,"
  Excelente cámara. Haces maravillas sabiendo postproducir, la única queja es el render. Dura hooooooraaaaaassssss! Es recomendable grabar por partes para evitar tanta hora de postproducción."
R16A84EKT8QYDH,"







  
  
    ","Reviewed in India on June 15, 2018",5.0 out of 5 stars,"
  Absolutely different and unique footage. Editing is not as difficult, but copying and rendering is time consuming. 1min = 3min to copy + 1min to overcapture + 3min to render. The overcapture has to be done and coule get boring if the video is more than 2min, cannot be done while travelling. Battery consuming on camera and phone/device. 32+32GB cards do about 70min recording.
"
R3QXFC0MKZL74G,"







  
    ","Reviewed in Germany on November 23, 2018",1.0 out of 5 stars,"
  Ich habe mir die Kamera geholt, weil ich einige sehr beeindruckende Videos auf YouTube gesehen habe. Diese wurden mit dem GoPro Fusion Studio sowie mit Adobe Premiere 2018 erstellt. Leider funktionieren die GoPro Plugins bei Premiere 2019 nicht. Ein sinnvolles Bearbeiten der Roh-Videos ist somit nicht möglich. Der GoPro Support schweigt sich aus, obwohl etliche User in diversen Foren das gleiche Problem haben. Somit ist die Kamera für mich völlig unbrauchbar. Sollte das Problem nicht binnen einer Woche gelöst sein, geht die Kamera zurück. Schwache Vorstellung von GoPro. Aber die Karma haben sie ja auch nicht hinbekommen.
"
RH5TD7F24CFX3,"







  
  
    ","Reviewed in the United Kingdom on June 9, 2019",5.0 out of 5 stars,"
  Happy husband
"
R2VDD9DIA67HNE,"







  
  
    ","Reviewed in the United Kingdom on April 20, 2020",1.0 out of 5 stars,"
   Faulty battery
"
R2P2VO2C905IRQ,"







  
  
    ","Reviewed in the United Kingdom on October 24, 2018",5.0 out of 5 stars,"
  Love it
"
R2AN6FJZ9N5LSQ,"







  
    ","Reviewed in Germany on October 30, 2018",2.0 out of 5 stars,"
  Vorab: Die Kamera ist eigentlich klasse. Sie liefert für ihre Verhältnisse eine passable Bildqualität, ist zumindest gegen Spritzwasser geschützt, hat eine tolle Haptik und man kann das ggf. bereits vorhandene GoPro-Zubehör nutzen."
RDJUTRCW2NNA7,"







  
    ","Reviewed in Italy on January 27, 2019",3.0 out of 5 stars,"
  Purtroppo non sono soddisfatto, ne dalle riprese inutilizzabili nella maggior parte dei computer"
R1PTRP3AXH6JFN,"







  
    ","Reviewed in France on August 24, 2019",1.0 out of 5 stars,"
  J'ai utilise dans le passé d'autres cameras 360 de mauvaise qualité, et je n'ai jamais eu de problème. Avec cette camera, la première désillusion c'était avec l'app pour le smartphone Android: il n'y a qu'un petit nombre de phones avec lesquels la camera peut se connecter. Le mien, naturellement, n'était pas entre les modèles compatibles. Le problème n'est même pas lié aux performances des phones: le mien est un Huawei produit en 2018, de bonne qualité. En effet les modèles compatibles étaient moins puissants et moins chères."
R28JSCEOVO7IDO,"







  
  
    ","Reviewed in India on November 13, 2018",1.0 out of 5 stars,"
  To be honest, i was really disappointed when I received The Gopro Fusion as i tried multiple mid range phones with 4gb ram. And it didnt connect to any. Then i used a latest i5 laptop and the problem was the same. The Studio app won't connect. Spent 55k on this. I totally feel its not worth it. Since their is no screen, you have to rely on a connected phone to shoot.
"
R1JWHB4P6I9CT1,"







  
  
    ","Reviewed in the United Kingdom on August 28, 2018",4.0 out of 5 stars,"
  This is my third 360 degree camera, first I had the Samsung golf ball and earlier this year the Nikon Keymission 360."
RKLYPDK6VX6IB,"







  
    ","Reviewed in Germany on October 6, 2018",2.0 out of 5 stars,"
  Kamera ist heute gekommen. Leider musste ich feststellen, daß eine komplette Videobearbeitung nur mittels PC möglich ist, leider nicht über mein iPad Pro."
R3T3STO7V5CFS3,"







  
  
    ","Reviewed in Canada on September 5, 2019",3.0 out of 5 stars,"
  I've had this camera for about a month. Went on a 2-week trip with it. So here is some pros and cons:"
RD29AG0QBX0IA,"







  
    ","Reviewed in Germany on June 11, 2019",3.0 out of 5 stars,"
  Mahlzeit. Ich hab die GoPro für 600€ ca Anfang Mai 2019 erworben, ohne Speicherkarten. Das ist Schweinerei Nummer eins."
R15TS5B6KM5W8Y,"







  
  
    ","Reviewed in Canada on July 5, 2019",5.0 out of 5 stars,"
  This camera is definitely the coolest camera I own (and that is a lot of cameras) ... the possibilities creatively, are endless. The Fusion studio is a little slow to stitch clips together (fine with photos) however, the outcome is worth it. Just keep the clips short."
R3OQ5G45O6YZKT,"







  
    ","Reviewed in Spain on January 8, 2019",3.0 out of 5 stars,"
  Decepcionado. Acostumbrado a go pro me parece que hay cosas que, o se han hecho rápido, o es problema de la novedad de producto. La cámara es pesada en comparación p.e a la insta360, pero aún así el HW creo que es adecuado y en parte cumple. El SW es el mayor problema. El del móvil es pobre para este tipo de cámara y además pierde conexión. El de OSX es básico y con problemas, no entiendo como el comprimir en H264 no mantiene la resolución de partida. Esto implica siempre tratar en PRORES y para el almacenamiento no es óptimo. Dado el tiempo que se dedica a renderizar es poco operativo su uso."
R1HHC2XTYYEJQQ,"







  
    ","Reviewed in Germany on October 27, 2019",2.0 out of 5 stars,"
  Das Konzept der Kamera gut, es macht viel Spaß damit aufzunehmen. Es wäre alles gut, wenn da nicht die notwendige Nachbearbeitung wäre. Die Windows-Software, die dafür nötig ist (GoPro Fusion Studio) ist schlichtweg eine Katastrophe. Sie beansprucht für die Bearbeitung _alle_ Systemressourcen, auch jeglichen freien Speicherplatz auf der Systemplatte. Das wäre ja auch noch in Ordnung, leider stürzt sie im Schnitt bei jedem zweitem Render-Prozess ab und gibt den belegten Festplattenplatz NICHT WIEDER FREI. Das Windows-System ist dadurch nur noch eingeschränkt nutzbar. Die Anfrage an den GoPro Support (nur in englisch) offenbart die generelle Taktik: ABWIMMELN. Ich habe das Problem geschildert, der Mitarbeiter hat es bis zum Schluss nicht verstanden und die Konversation endete mit der Aufforderung, ""ich solle jemanden Fragen, der sich mit Computern auskennt"". Dazu muss ich sagen, ich bin selbst Softwareentwicker. Es wurde mir versprochen dass sich ein ""Experte"" mit mir per eMail in Verbindung setzt, das ist nach mehrere Wochen immer noch nicht passiert. Jegliche erneute Anfragen zum gleichen Thema werden konsequent ignoriert. Für mich gibt es nur einen Begriff dafür: UNPROFESSIONELL.
"
R2F6P9Z453DLUE,"







  
    ","Reviewed in Germany on February 23, 2019",3.0 out of 5 stars,"
  Wie die meisten hier, bin auch ich sehr unzufrieden mit der App. Laut Gopro hätte mein Huawei Mate 20 Pro eine Verbindung herstellen können. Allerdings kam dann auch dort die Benachrichtigung dass die Geräte nicht kompatibel sind."
R22IFU1M1ESP3D,"







  
    ","Reviewed in Spain on December 15, 2018",5.0 out of 5 stars,"
  Es lo prometido por GoPro...es la mejor cámara de acción con calidad de imagen 4k y 360° de cobertura visual...grabas y te olvidas de controlar lo que estás grabando porque luego en el editor de vídeo puedes coger los ángulos de cámara que quieras como si hubieras hecho la grabación con 10 camaras
"
R1ABG1RG7DR2J1,"







  
    ","Reviewed in Mexico on December 1, 2018",5.0 out of 5 stars,"
  Excelente cámara, un poco más cara que otras del estilo como Ricoh tetha v o las insta 360, pero la marca da un poco de tranquilidad."
R1V49LXM32FIRL,"







  
  
    ","Reviewed in India on January 13, 2019",3.0 out of 5 stars,"
  Battery life is only upto 45 mins. It's not good for beginners as it's a bit complicated when you want to transfer the footage from camera to your storage device. Low light is a problem. Doesn't capture great images / videos in low light. Final wording, if this is not required please don't purchase, specially for personal use. Pros can still manage to spend money as it's their need of the hour.
"
R17LXDH23PXG4W,"







  
  
    ","Reviewed in Canada on April 17, 2020",3.0 out of 5 stars,"
  I used this camera this winter and the quality is amazing.  For a good discount, all the 'quirks' of this camera can be looked past and overcome, if you can work with the footage on a computer.  Like other GoPro cameras this one too will randomly freeze up sometimes, but pulling the battery out to reset the camera fixes this.  If I had paid the full original price, I would have returned it, but I paid less than half of that."
RU6KEW0LB25LN,"







  
  
    ","Reviewed in Germany on September 21, 2019",1.0 out of 5 stars,"
  Twoo camera that's has problems. I decided to buy the insta 360 one x
"
R26OHM5QQLD1ML,"







  
  
    ","Reviewed in Canada on December 29, 2020",3.0 out of 5 stars,"
  This is my 4th GoPro. Not like other gopro easy to use which I understand since this fusion is 360 camera. Good thing is catching wide 360 videos without seeing selfie stuck. Also long battery life. A little tricky thing is you have to use two SD cards together all the time and I still didn't figure out how to stiches videos. I basically just screen recording when I play the videos on my phone. Plus the video quality is way lower than regular gopro I have.
"
R66QMN3IBF1QY,"







  
    ","Reviewed in Germany on October 5, 2018",5.0 out of 5 stars,"
  Ich versuche mich kurz zu halten:"
R25QEALO0BXL1F,"







  
  
    ","Reviewed in Canada on August 28, 2020",2.0 out of 5 stars,"
  Cool camera... however! While the image is cool, zooming in will reveal the low quality image. Also you will need a really powerful pc to produce a high quality video. And even then, it does not look too good."
R17BXQ1F9U5QE9,"







  
    ","Reviewed in Italy on March 24, 2019",5.0 out of 5 stars,"
  Telecamera di alta qualità e facile da usare! Se non si ha voglia di passare tanto tempo con l’editing basta fare video corti e caricarli sull’app del cellulare e modificarli da lí."
R2X4HT2K4KW64X,"







  
    ","Reviewed in Mexico on March 24, 2020",5.0 out of 5 stars,"
  Aún en 2020 sigue siendo una las mejores cámaras para 360 que existen, no me arrepiento de comprarla."
RX5VE9LBIYJ4R,"







  
    ","Reviewed in Spain on November 17, 2018",1.0 out of 5 stars,"
  Al nada de comprarla se estropeo y me dicen que tengo que repararla y quedarme sin ella mas de tres semanas... menuda estafa!!!
"
R3NQJ1DBVPIYH7,"







  
    ","Reviewed in Germany on August 26, 2019",1.0 out of 5 stars,"
  Bild eins wurde mit der GoPro Fusion und das zweite mit einem Samsung Galaxy S9+"
R3JYM2IHGBFL7K,"







  
  
    ","Reviewed in Australia on July 12, 2020",1.0 out of 5 stars,"
  it's a big fat elephant it's useless. it shows a lot of battery. distressingly terrible quality. half an hour would take you two days to render. two lenses one lens slightly out of focus. 360 images can only be played on a computer. 360 images cannot play on TV. very fragile and heats up badly. it is good for 30 second video only let's still take 15 minutes to render. you cannot take a camera like this was you on holiday. my GoPro 3 done better than this. it is shameful very sad
"
R28R2W7MWM07UJ,"







  
    ","Reviewed in Germany on August 20, 2018",5.0 out of 5 stars,"
  Wie erwartet eine supercoole Camera für Actionsportarten. Die Aufnahmen sind einfach der Hammer. Gerade beim Fallschirmspringen ist es für mich eine große Hilfe da ich sehe, was mit meinem Fallschirm passiert.
"
R1OXHEQQMCUOLJ,"







  
  
    ","Reviewed in Canada on August 7, 2019",5.0 out of 5 stars,"
  For an action camera it’s amazing. For a 360 camera at this price point it’s unreal. This is a device you need to have with you if you are a traveller and want to share the experience with family and friends. Software is complicated to learn but works ok.
"
R24MI34C0NHEY2,"







  
  
    ","Reviewed in Australia on April 22, 2019",3.0 out of 5 stars,"
  Takrs a bit to get used to editing via the app. But i am new to action cameras. But it does a great job with reasonable battery life."
R2M9PS59FSDDTH,"







  
    ","Reviewed in France on August 15, 2018",5.0 out of 5 stars,"
  Cette caméra Gopro fusion permet de faire des vidéos et des photos à 360 degrés. tout d’abord, je possède déjà du matériel Gopro dont la Gopro 5. J’ai aussi déjà acheté une autre caméra à 360 degrés ce qui me permet de comparer."
R68WO27XRDIFX,"







  
  
    ","Reviewed in Canada on August 17, 2020",4.0 out of 5 stars,"
  Not sure what the GoPro max is like but as far as my first 360 camera goes, it’s great bang for buck. GoPro software for editing is surprisingly easy to use. I’ve read reviews about the Ricoh Theta, Insta 360 and Max. The fusion probably doesn’t do as good a job as the above with respect to removing the seam between both lenses but at the price, it’s good enough.
"
R3M07MTVHL0K4A,"







  
    ","Reviewed in Spain on October 23, 2018",5.0 out of 5 stars,"
  Va de perlas!! Pero el ordenador lo flipa para mover todo esa info.  Actualizar el ordenador toca."
R199DEQKLT06VZ,"







  
    ","Reviewed in Italy on November 4, 2020",3.0 out of 5 stars,"
  Molto difficile da usare sia da remoto che non , poco compatibile con le altre gopro ."
R3RZR53SOKMKZN,"







  
  
    ","Reviewed in Australia on October 27, 2019",1.0 out of 5 stars,"
  The GoPro fusion can’t remain synced, it disconnects around about 2m’s away."
R2SG2SP1KHCZ3H,"







  
    ","Reviewed in France on March 5, 2020",5.0 out of 5 stars,"
  Il faut un bon pc, et pas mal d'espace pour le retraitement !"
R209EM2BE7HRWZ,"







  
    ","Reviewed in Mexico on July 26, 2020",1.0 out of 5 stars,"
  Pésima imagen, se ve dividida y la mitad se ve más clara que la otra mitad. La calidad es pésima! La tuve que regresar después de probarla. NO LA RECOMIENDO!
"
R13IHZCFAR5CKN,"







  
    ","Reviewed in Mexico on June 24, 2020",5.0 out of 5 stars,"
  Como he leído en otros comentarios, los archivos generados son muy grande y el renderizado de unos minutos de video puede llevar varias horas si no se cuentas con equipo potente, ademas hay que comprar las 2 memorias que no vienen incluidas y se requiere algun software como Adobe Premiere para la edición de los videos.
"
R1KZBRWHZ2O6F7,"







  
    ","Reviewed in Mexico on June 10, 2019",5.0 out of 5 stars,"
  Gran producto. Fácil de usar y con muy buena compatibilidad con varios dispositivos y plataformas
"
R2ZGWEUY0D6TD7,"







  
  
    ","Reviewed in India on August 25, 2019",1.0 out of 5 stars,"
  Damaged and used  camera supplied
"
R25EWBR8TKGMEO,"







  
  
    ","Reviewed in Australia on January 27, 2019",5.0 out of 5 stars,"
  Been using this for about a month now. Only thing I don’t like is the fact the lenses are exposed. Always concerned that they are going to be scratched or chipped. Other than that I love it. Small light and captures great video.
"
R2OT8E67MIKA00,"







  
    ","Reviewed in Mexico on October 14, 2018",1.0 out of 5 stars,"
  Me encuentro abriendo el producto en este momento y me voy dando cuenta que llego con una marca en uno de sus lente, que solución se puede dar correspondiente a este tema.
"
R2YZIHPU3KMDHP,"







  
    ","Reviewed in Germany on July 21, 2019",5.0 out of 5 stars,"
  Ich habe die Kamera noch nicht getestet, aber der erste Eindruck ist schon mal Klasse. Mir ist noch nicht ganz klar, ob man sich damit komplett eine GoPro Hero 7 Black sparen kann.
"
R4U2PDQ91HC24,"







  
    ","Reviewed in Mexico on July 22, 2020",5.0 out of 5 stars,"
  Sin duda el costo va de acuerdo a la calidad. Con GoPro no hay fallas. Esta cámara está: ¡ESPECTACULAR!
"
R1SLQ9QMQVG8RG,"







  
    ","Reviewed in Mexico on January 26, 2020",3.0 out of 5 stars,"
  Buena tarde, tengo una duda, les compré esta cámara, pero hay ocasiones en las que la cámara apagada se enciende sola y prendida se apaga, a qué se debe esto, alguna solución?
"
RM2L0QC7VVGY6,"







  
    ","Reviewed in Italy on December 2, 2019",5.0 out of 5 stars,"
  Un altro mondo! un altra qualità! un modo di rivivere i propri ricordi a 360°
"
R25HLH2YUJQI7U,"







  
  
    ","Reviewed in Canada on September 29, 2019",5.0 out of 5 stars,"
  Is not compatible with the Huawei phones. makes stitching the camera hard and very time consuming.
"
R3NGRDFZ2OA8CU,"







  
  
    ","Reviewed in Canada on July 6, 2020",5.0 out of 5 stars,"
  Good 360 camera. But it stalled when I was doing video. Maybe memory card not Good
"
R2X8IQJQCLRHRP,"







  
    ","Reviewed in Italy on July 24, 2019",5.0 out of 5 stars,"
  Una camera da capire perché non è proprio immediata comunque ci sono gratuitamente tante possibilità per completare progetti 360 gradi
"
R14NX7EML73KU2,"







  
    ","Reviewed in France on November 14, 2018",4.0 out of 5 stars,"
  Images dingue mais post prod horrible
"
RYDSBTRIMK21,"







  
    ","Reviewed in Germany on August 10, 2019",5.0 out of 5 stars,"
   Mit der GoPro Fusion 360 bin ich rundum zufrieden.Bilder und Filme haben eine gute Qualität. Aber zum rendern der Filme braucht man schon einen gut ausgestatteten PC. Ich habe einen i7 Prozessor mit 32 GB Arbeitsspeicher und der passenden Grafikkarte. Zum rendern von einem 60sec. FILM  BRAUCHT MEIN Rechner ca. 25 Min.
"
R2MI8805V7SE1,"







  
    ","Reviewed in Mexico on January 29, 2020",1.0 out of 5 stars,"
  Desde que lo compré a veces la pantalla se pone verde con muchas rayitas, o se congela la pantalla hay que estarle sacando la batería a cada rato
"
R2WGMLIZR52IA1,"







  
  
    ","Reviewed in Canada on August 4, 2018",5.0 out of 5 stars,"
  A great camera! You will need a good computer to make editing the videos easier though. Im using a Ryzen 7 1700 overclocked to 3.6ghz, 32gb of ram and an Asus R9 Nano graphics card and it has no problems rendering everything.
"
R38IF546M0SVFR,"







  
    ","Reviewed in France on January 3, 2020",5.0 out of 5 stars,"
  Seul problème : on voit la séparation dans les vidéos en 360 degré, il y a comme une délimitation entre la caméra 1 et la camera 2. Mais ça ce voit que pour les gros plans ! Pour les plans de paysage ou de montagne, c'est quasiment invisible à l'œil nu ! J'ai passé des images de cette caméra dans un cinéma, tout le monde à adoré !"
R3825GZTKHR6IR,"







  
    ","Reviewed in Mexico on October 31, 2018",5.0 out of 5 stars,"
  Excelente cámara, videos de muy buena calidad. Muy recomendable.
"
R1EA7TZP6A35Z5,"







  
    ","Reviewed in France on December 4, 2018",5.0 out of 5 stars,"
  Une caméra Super, des films magnifiques des photos super! Tous ça dans un boîtier de 10cm2. La qualité, pour la taille du boîtier est vraiment géniale.
"
R24H4AEDBMH8ED,"







  
    ","Reviewed in Mexico on February 16, 2020",1.0 out of 5 stars,"
  La cámara tiene defecto se calienta la pila sin usarse y por lo mismo se queda sin batería. Inicie la devolución de mi dinero es una lástima me gustaban mucho las fotografías que toma.
"
R2H57430OFSJGH,"







  
    ","Reviewed in Mexico on April 7, 2019",1.0 out of 5 stars,"
  No llego en tiempo, no trabaja para nada bien con los galaxy s8plus y galaxy s10 pesima cámara. No la recomiendo
"
R29GPT8VCUYDIS,"







  
    ","Reviewed in Mexico on January 10, 2020",5.0 out of 5 stars,"
  El paquete llego en perfecto estado, la cámara funciona muy bien y toma muy buenas fotos. El tripie un poco pequeño para mi  gusto pero nada que afecte el desempeño de la cámara.
"
RN1BD7W114EKX,"







  
    ","Reviewed in Mexico on August 18, 2019",5.0 out of 5 stars,"
  El software de edición para reunir los dos videos de ambas SD  es un poco limitado y tardado en el proceso de render y la duración de la batería es de solo 2 horas.
"
R1QAT9KLMMIXUN,"







  
  
    ","Reviewed in Canada on July 19, 2019",3.0 out of 5 stars,"
  Never opened as I read after purchase the requirements for laptop are 8gb of ram. stellar looking camera wish I could've tried it!!!!
"
R3RW5TBLBF95H4,"







  
    ","Reviewed in France on October 9, 2018",1.0 out of 5 stars,"
  Une cata pour exploiter les fichiers.. pas du tout intuitif. Prévoir des sim avec beaucoup de stockage !!
"
R31II0PLNL1ME5,"







  
    ","Reviewed in Mexico on March 3, 2020",1.0 out of 5 stars,"
  La pedí por error. Llegó y me gustó mucho ya no la quiero devolver . Pero se calienta mucho en el momento de grabar . Me gustaría saber las condiciones de garantía???
"
RZHIWWURROFOL,"







  
    ","Reviewed in Mexico on July 26, 2020",1.0 out of 5 stars,"
  Muy frágiles las tapas la mía se abrió y se mojó por dentro , lástima porque me gustaba mucho pero no es muy segura para deportes acuáticos
"
R3KDLW1UGINQ3M,"







  
    ","Reviewed in Italy on May 16, 2020",5.0 out of 5 stars,"
  Buona camera 360, penso che migliore per questo prezzo
"
R1LHT9K4UAHGI4,"







  
    ","Reviewed in Mexico on June 4, 2018",5.0 out of 5 stars,"
  Muy buen producto, super recomendable. Los videos de la cámara son de muy buena calidad. Eso si, necesitarán un buen equipo para la edición de video.
"
R3NASDF8D1NAV2,"







  
    ","Reviewed in Mexico on November 7, 2019",5.0 out of 5 stars,"
  Exelente compra a la hora de viajar se capturan muy buenas tomas
"
RS8YJUXMFFCSJ,"







  
    ","Reviewed in Mexico on June 18, 2020",5.0 out of 5 stars,"
  Muy bien, para ser una cámara que salió hace 2 años funciona increíble y nos sirve en la agencia para l creación de recorridos virtuales
"
R2C4G7X84QJRMB,"







  
    ","Reviewed in Italy on August 16, 2019",4.0 out of 5 stars,"
  Ottima qualità foto e video."
R2HYYVXVB2MKAO,"







  
  
    ","Reviewed in Canada on May 10, 2020",1.0 out of 5 stars,"
   The box was delivered open and several items were missing
"
R1R8DPSBSSLK6V,"







  
    ","Reviewed in Mexico on April 24, 2019",5.0 out of 5 stars,"
  Una cámara deportiva muy buena en cuanto a calidad precio. La calidad de la imagen y video de verdad vale lo que cuesta.
"
RUU3HHAJOL6I6,"







  
  
    ","Reviewed in Mexico on July 1, 2019",5.0 out of 5 stars,"
  Excelente
"
R2GKYTNCJWDXUM,"







  
    ","Reviewed in Germany on June 18, 2019",3.0 out of 5 stars,"
  Die GoPro ist eine nette Spielerei aber nicht unbedingt empfehlenswert, da die Video bearbeitung leicht anstrengend und schwer ist
"
R2NI69L6PDKBFM,"







  
    ","Reviewed in Mexico on February 27, 2020",5.0 out of 5 stars,"
  Una excelente cámara, lo único complicado es editar el video en 360 requiere de tiempo y una buena computadora.
"
R3AQCQLJ4PMTV7,"







  
    ","Reviewed in Mexico on June 29, 2018",4.0 out of 5 stars,"
  tiene excelente imagen y la calidad es buenísima, no me acomodo debido a que no me acomode a la imagen 360 grados, pero es excelente producto.
"
R18GIK2787ETH4,"







  
  
    ","Reviewed in Canada on December 5, 2020",5.0 out of 5 stars,"
  Great
"
R3WQCYM352NGR,"







  
    ","Reviewed in France on April 14, 2020",4.0 out of 5 stars,"
  J’ai patienté avant de donner mon avis afin d’être objectif."
R34CD0Z76N9FG8,"







  
    ","Reviewed in Mexico on December 28, 2018",5.0 out of 5 stars,"
  Una cámara increíble seguro la volveré a comprar
"
R1VSKDEZC4FPH9,"







  
  
    ","Reviewed in Canada on March 14, 2019",4.0 out of 5 stars,"
  Great product! Packs up quick and has great quality. Needs a bit better card management location.
"
R3MRTL5PN7WZCT,"







  
    ","Reviewed in Germany on March 24, 2020",1.0 out of 5 stars,"
  Qualität der Bilder leider zu oft unscharf"
R3926AUCYODKBU,"







  
  
    ","Reviewed in Canada on April 10, 2020",5.0 out of 5 stars,"
  So fast shipment and such amazing Go Pro ; )) THANKS A LOT
"
R1YQP4OCYOFKMX,"







  
    ","Reviewed in Mexico on August 7, 2019",5.0 out of 5 stars,"
  Esta increible
"
R10PC2ZMSPFBHJ,"







  
    ","Reviewed in Mexico on April 25, 2019",5.0 out of 5 stars,"
  Perfecta para Vr
"
R12VX75THS12T3,"







  
    ","Reviewed in Mexico on March 20, 2020",5.0 out of 5 stars,"
  Súper importante actualizarla antes de usarla!!
"
R2RFRLKLJKKGP,"







  
  
    ","Reviewed in Australia on October 29, 2020",5.0 out of 5 stars,"
  As described
"
R6466J4W1U7L9,"







  
    ","Reviewed in Mexico on October 8, 2019",5.0 out of 5 stars,"
  Tarda mucho en bajar los videos.
"
ROURN7S0LSL5W,"







  
    ","Reviewed in Italy on July 5, 2019",5.0 out of 5 stars,"
  Ottimo prodotto tempi velocissii
"
R38X6S01M8232W,"







  
    ","Reviewed in Mexico on November 8, 2019",1.0 out of 5 stars,"
  Esta desprendido esta tapa
"
R55HP29Z7GY01,"







  
    ","Reviewed in Mexico on April 14, 2019",5.0 out of 5 stars,"
  sin detalles todo ok
"
R18I1ZPLS4O76T,"







  
    ","Reviewed in Mexico on August 26, 2018",5.0 out of 5 stars,"
  Excelente compra, vídeos 360 en calidad 5k.
"
RP483XNN61MI,"







  
  
    ","Reviewed in the United Kingdom on May 22, 2018",4.0 out of 5 stars,"
  The big let down of almost all 360 cameras I’ve used has been the user interface or the image stitching. Took the GoPro fusion to the climbing centre last night and the results are impressive. The camera produces great quality high resolution images and the user interface on the GoPro app allows you to make great photos in seconds. Videos are not as convinient to do. But that’s the nature of 5K resolution unfortunately."
R1LX7V84L41VPH,"







  
    ","Reviewed in France on January 1, 2019",5.0 out of 5 stars,"
  Impressionnante
"
R33SN6ENA358UE,"







  
  
    ","Reviewed in Canada on May 16, 2018",1.0 out of 5 stars,"
  This was a huge disappointment.  I read many reviews how bad the required software was but I thought they would have fixed it by now.  I was wrong.  The software was dead, would not even start the process and just crashed and I have a new computer with the newest Windows 10.  I tried to get support but they required me to PAY to get support!!"
R27ZV3XW9D3UR4,"







  
  
    ","Reviewed in the United Kingdom on May 28, 2018",1.0 out of 5 stars,"
  I have used camera for a week, but without desktop or laptop you just can’t share your photos or videos."
R2XGP4KJHCG5O4,"







  
  
    ","Reviewed in the United Kingdom on April 30, 2018",5.0 out of 5 stars,"
  Absolute beast. If you are a vlogger. Know that your content is gonna sky rocket off the roof!! Amazing purchase. Super happy. Only tiny downside is time to stitch footage. But thats gonna happen with any 5.2K 360 footage.
"
R4QOH42A4Y16H,"







  
    ","Reviewed in Germany on May 12, 2018",5.0 out of 5 stars,"
  +Extrem gute Stabilisierung. (als mein Osmo Mobile + iPhone)."
R20QS7JO2I68N6,"







  
  
    ","Reviewed in Canada on May 16, 2018",2.0 out of 5 stars,"
  I wanted to really like this camera, but GoPro's desktop and mobile app to process the 360 footage needs more work before it's ready for consumer use. The minimum computer requirements for the desktop app is totally understated by GoPro. The graphics card needs to be at least a GTX 1050 for reasonable stitching times (6 minutes of stitching time for every minute of footage). The mobile app for iOS needs proper stitching for 360 stills. 360 video stitches fine on the phone, but stitching for 360 stills is practically non-existent. How did software quality control miss this??? And there's also no way to control the horizon orientation when panning around 360 footage - it just spins in seemingly random directions. GoPro, please take a look at how Ricoh did their app for the Theta and take some notes.
"
R3B6D4HZPHSQCZ,"







  
    ","Reviewed in Italy on July 5, 2018",2.0 out of 5 stars,"
  Si tratta di un dispositivo NON PROFESSIONALE (il notturno lascia molto a desiderare) con un peso non indifferente e con l'inconveniente delle 2 memory card."
R248ALVG7VOWV7,"







  
  
    ","Reviewed in the United Kingdom on June 5, 2018",5.0 out of 5 stars,"
  Tried a few other 360 cameras and this is the best yet.
"
R3NT6PL342J7UX,"







  
  
    ","Reviewed in the United Kingdom on April 26, 2018",4.0 out of 5 stars,"
  the software does crash a bit in post production but this has the makings of a great 360 camera.
"
